Date,Open,High,Low,Close,Adj Close,Volume
2022-12-09,23434.652344,23513.292969,23335.203125,23517.820313,23517.820313,27903814452
2022-12-10,23519.289063,23634.396484,23502.419922,23513.455078,23513.455078,17443234948
2022-12-11,23514.810547,23520.458984,23344.451172,23359.076172,23359.076172,19286981409
2022-12-12,23356.765625,23463.306641,23099.123047,23455.042969,23455.042969,26741804093
2022-12-13,23455.044922,24290.587891,23303.039063,24104.728516,24104.728516,36106615085
2022-12-14,24105.744141,24804.957031,24029.679688,24141.898438,24141.898438,34601648168
2022-12-15,24139.179688,24179.089844,23665.621094,23714.970703,23714.970703,28630874561
2022-12-16,23714.535156,23880.250000,22781.574219,22867.816406,22867.816406,33011019647
2022-12-17,22867.126953,23078.130859,22821.861328,23070.576172,23070.576172,19867899174
2022-12-18,23071.289063,23011.603516,22950.318359,22939.894531,22939.894531,14954283600
2022-12-19,22941.349609,22986.712891,22390.753906,22429.148438,22429.148438,23495229000
2022-12-20,22432.023438,23141.402344,22427.011719,22994.451172,22994.451172,30904573549
2022-12-21,22992.033203,23006.238281,22803.875000,22899.730469,22899.730469,20265481184
2022-12-22,22900.882813,22910.847656,22698.164063,22950.695313,22950.695313,22420551090
2022-12-23,22949.744141,22979.974609,22933.841797,22918.601563,22918.601563,20916015919
2022-12-24,22918.634766,23011.042969,22913.929688,22987.919922,22987.919922,13296068881
2022-12-25,22987.578125,23005.382813,22780.777344,22922.044922,22922.044922,15864403034
2022-12-26,22922.402344,22942.841797,22865.664063,22942.410156,22942.410156,16118120434
2022-12-27,22941.712891,22993.533203,22508.654297,22610.144531,22610.144531,21300112259
2022-12-28,22609.097656,22687.501953,22448.375000,22513.103516,22513.103516,23129420486
2022-12-29,22512.763672,22563.529297,22442.333984,22557.464844,22557.464844,19616046957
2022-12-30,22556.091797,22562.029297,22219.570313,22528.777344,22528.777344,21614982035
2022-12-31,22530.255859,22564.703125,22413.447266,22454.123047,22454.123047,15251014062
2023-01-01,22454.693359,22503.478516,22418.488281,22500.216797,22500.216797,12511226681
2023-01-02,22500.798828,22707.654297,22414.767578,22635.826172,22635.826172,16409119873
2023-01-03,22636.335938,22728.171875,22724.591797,22806.468750,22806.468750,19009763618
2023-01-04,22806.945313,22902.580078,22766.865234,22741.763672,22741.763672,24843563044
2023-01-05,22742.078125,22765.064453,22733.169922,22835.917969,22835.917969,18571693835
2023-01-06,22835.560547,22830.630859,22815.660156,22799.550781,22799.550781,19385655934
2023-01-07,22799.750000,22830.548828,22748.742188,22803.730469,22803.730469,10375976111
2023-01-08,22802.478516,22964.533203,22762.001953,22964.533203,22964.533203,13125895396
2023-01-09,22968.359375,23244.808594,22968.359375,23033.666016,23033.666016,24946624424
2023-01-10,23028.839844,23472.224609,23005.392578,23438.623047,23438.623047,21238076553
2023-01-11,23438.714844,24087.175781,23285.933594,24087.175781,24087.175781,24674601777
2023-01-12,24074.970703,25384.744141,24066.787109,25248.050781,25248.050781,48732979200
